10000 3
3488 -9808 -6797 
-5300 -403 -1254 
-7072 9712 -8052 
1291 2459 7626 
5554 -5747 5627 
-7751 6867 527 
5126 -3464 5508 
-5351 111 -2746 
2483 -3605 4433 
-5162 -3867 9991 
455 9111 2177 
5229 3995 -5939 
-3332 8899 344 
-9709 -3849 2470 
1387 3499 -7093 
-9120 3232 -154 
2112 -9191 7043 
-1443 -7445 2564 
5892 2468 7054 
1021 9286 -2329 
-7012 5824 3946 
-7543 9459 6400 
3933 1091 6233 
8 4866 -5072 
1632 -3698 -4635 
-4409 -5352 -184 
6016 -8920 8920 
2178 9695 7205 
-3693 -1557 4891 
-4793 813 -5781 
9102 7842 3394 
-2022 -5994 3463 
4748 5135 854 
-2787 -9648 6280 
7324 -7603 6200 
-3419 4539 -9983 
-5748 -7729 -971 
549 -9701 8971 
8608 1744 3148 
-5327 3060 6237 
8782 1243 -9202 
-1077 -5421 -1467 
7017 -392 466 
9506 8962 8229 
5499 4838 836 
-9889 -6832 -7897 
4904 3027 -395 
4448 2435 -600 
8682 8411 -5157 
-5044 -7035 -538 
-740 -3688 6719 
68 -8671 -6171 
4834 -8142 -7113 
4536 -9792 -5041 
-7999 -6177 5112 
8095 2706 8920 
9580 3037 -9913 
7615 -4694 -9166 
4545 -7878 -9065 
-6386 4605 223 
-479 4910 -6527 
9657 -42 5476 
-910 9630 4856 
-7732 2904 -6176 
4711 6497 -5845 
-3934 -8639 -4866 
-9120 1093 8291 
5758 -7750 6438 
-9323 4389 -9818 
-6168 -2746 -1506 
5755 1370 8639 
4036 -8416 1761 
9866 -1521 -3620 
-7232 -2569 -6604 
-9097 7202 358 
-7257 8066 7100 
1275 -863 -7080 
-4735 -2736 6758 
-6654 -6330 -6530 
8251 -6344 2749 
6348 6431 -3885 
-1839 -1132 2561 
7048 4898 -9797 
7441 2328 -5158 
7338 1248 6229 
5046 2020 -1438 
3333 8417 -8413 
8405 -3508 -6972 
6807 9883 4514 
-5694 52 -4602 
-7484 138 676 
-775 -9001 -1756 
4595 -8004 7678 
-5105 616 -8133 
-1373 -7323 -3106 
-7535 -9385 -7763 
7296 831 -4997 
-199 -4980 -6249 
-7911 -7399 -8217 
-6013 -1491 1600 
-6121 9007 -4653 
4080 3384 8015 
9543 7589 -8324 
-5175 -9317 7392 
-7943 3093 8058 
8833 -640 9942 
-3053 -5467 -3656 
524 860 4568 
-4026 -3854 -3780 
6151 834 9503 
2249 -4818 -4802 
-5849 -7788 8536 
3363 5220 -8044 
-424 -6416 4256 
-1355 -6081 117 
3143 9248 5899 
-2223 5224 -48 
-3656 5023 4873 
-9604 6822 9476 
6374 8227 8873 
941 3466 -9708 
-8781 9426 3189 
-7063 6559 504 
-1153 -8451 1108 
-7790 6742 -1416 
3320 4200 4664 
1936 7080 -722 
-1579 2861 -9039 
-3716 8581 -1390 
9329 -7514 2338 
2883 1644 -7039 
8708 369 -6968 
-7188 -7650 7145 
-3755 -5642 7799 
5843 9078 -3890 
7723 -2046 1543 
8558 -8922 -3452 
-516 -3914 2253 
2841 -9382 9422 
544 1046 -2688 
8330 -1263 2587 
4058 -5911 9079 
-4735 5016 -7307 
-9022 -7907 -4521 
-9955 9399 7805 
-3568 7339 3640 
-6953 -9522 -9221 
-9103 -1121 -9329 
5308 1474 -5111 
-7975 4929 -2298 
-2867 -2690 -2907 
-5779 -7639 9161 
1551 2984 -1735 
-5289 -2855 -8995 
-2242 -7948 -5377 
4741 -471 -6420 
-7175 638 -1179 
8653 216 4347 
6525 3890 9135 
-4975 7380 2234 
9679 4110 210 
-9928 4697 2683 
-4023 2466 1702 
6628 -1477 1529 
-5924 6507 3753 
9394 -8813 5934 
6871 -6982 4642 
8463 -4232 8552 
2351 -4035 -5939 
5072 -8794 -4222 
-5616 1594 -2989 
5759 -1024 -1620 
8402 -4530 -1256 
693 -5896 -4917 
3097 -4924 8252 
1773 5999 -1169 
5961 -4599 -6167 
-9737 7843 7567 
-282 5068 4504 
-5889 -5271 1606 
-3685 8477 -3705 
-3544 -9464 4231 
7114 1462 -8613 
8757 -1258 -555 
-1492 -4457 3882 
-8348 4958 4769 
-1919 7701 -6818 
7302 -1195 -3870 
-7842 1325 6023 
5456 9916 -2753 
6441 6123 -6486 
-5097 910 -669 
-2958 -7231 5542 
2274 6521 -8757 
-6513 6400 985 
-1476 4398 5302 
-3998 3467 747 
7446 -8969 9023 
-8505 4596 6007 
1389 2497 7945 
6734 -1530 5959 
5487 3145 3335 
-9006 384 3206 
9811 4512 -6000 
8936 2901 7243 
-1695 1563 -7469 
-5381 275 1278 
8427 6206 -5933 
2876 -9191 -1627 
-7990 1191 9025 
6459 -4259 9330 
-2669 8397 8534 
6891 -4241 -7028 
3009 -790 6700 
-7975 -7018 1164 
3611 -1 5851 
-8477 -9683 -9528 
-2422 -9 -9717 
681 2791 980 
4722 -1803 8250 
1209 7354 4479 
4382 -8446 -4874 
-3793 3263 2755 
3569 8740 -7133 
9307 -3155 -4943 
68 6297 9715 
-1722 8942 -1596 
1271 -44 5848 
-3512 464 5562 
-6074 9673 -419 
2766 -7322 1524 
3619 9418 -7340 
-2859 -5359 -3483 
1185 3853 -7696 
-2398 1459 -4227 
9544 9676 9848 
5226 6670 9305 
-8642 -6223 -1590 
-3866 7472 8951 
5074 2992 -1352 
-9152 -1020 -6398 
-6892 -3165 4777 
-2827 1018 471 
-9884 -6463 3621 
1844 -5326 4387 
-1707 -5403 -4234 
2046 9038 3599 
1368 -1733 3514 
-2893 -94 -9265 
-451 3389 1065 
162 -9324 178 
-9483 946 2249 
8146 -3783 -4805 
-7158 2762 -7119 
-2972 4723 -5085 
305 -7573 -6065 
-6062 -8078 1172 
-9800 -7925 -3129 
-6500 -9360 7070 
-1258 68 -3215 
3255 -7094 -8608 
-3293 -9382 -1165 
9759 122 -7750 
-5665 -3383 -4330 
1588 -8468 6134 
8675 3074 4092 
-6584 -6119 7213 
-4001 8889 -9135 
5847 7511 -7843 
-66 3841 248 
2516 -1656 -9238 
8869 -9953 1373 
2106 -9500 -758 
-6549 3791 8861 
-3718 2973 -8895 
-2832 7646 1113 
548 -6982 -635 
-2578 -9327 3085 
-1056 -1927 3236 
3994 1712 7730 
6224 555 -4146 
-3279 7131 -1279 
-7581 -3603 -7321 
-1473 4573 2680 
-6620 3616 -6174 
-4362 497 -7564 
-9373 3237 2439 
-23 -2263 2058 
4298 -9430 -8817 
-5742 -4477 3399 
5203 2725 3111 
8208 1788 -2475 
-4383 9047 -1183 
-9946 7220 -2689 
1997 1049 -9945 
1348 1443 -2280 
-8865 2002 -5369 
-2060 8760 7489 
-2350 6344 -6209 
5772 -6596 -7356 
3686 -9263 -2586 
-5941 9127 -9082 
8620 9647 -291 
-745 7198 -8095 
9445 -348 -2792 
-9092 -8110 4589 
9233 5258 4911 
6871 -9620 5154 
4661 3884 -7982 
-5710 -3325 2205 
-7362 -2408 6742 
-7672 1139 6742 
-3678 6632 -6366 
581 7751 3039 
3589 -982 4127 
9478 -5471 -2694 
-8682 -1925 -4061 
-190 -8950 -7111 
-9946 -7216 -278 
2418 3756 -9812 
-8939 3662 -8008 
-4485 8837 7495 
6053 3529 1802 
-6382 250 9346 
-9744 7747 5938 
3099 768 3754 
-3551 5607 845 
5886 -3765 -5946 
512 -7053 -7165 
-985 -5566 -1923 
-6841 2295 1773 
8164 4871 6490 
1369 -3500 6157 
4847 1636 5022 
-5608 -2421 -2737 
-8818 -7494 6611 
-1503 6535 9592 
8487 8463 -7132 
1341 3636 -575 
-9510 8734 -642 
-7322 -1674 -6066 
-6891 -130 -956 
-6600 492 3063 
-8538 -6787 -7371 
-268 9162 6982 
-2658 1817 -2812 
4767 -7803 -1040 
-2059 2663 7453 
-3016 9379 4072 
1808 -4617 2793 
-2299 -5386 6428 
2401 17 763 
7144 1482 3503 
-9503 3964 -1044 
-3633 9498 -8818 
12 -4047 7359 
-6713 5207 -4778 
4494 -8085 7827 
5470 4481 2786 
9674 7298 7708 
7853 -8122 -6004 
-3017 -9940 2006 
-1398 -8737 -4865 
-659 6286 8593 
-4968 262 -1813 
-4289 -4250 -2643 
6901 9907 5892 
-9504 -7445 -4540 
-6955 4969 -3228 
-7964 -542 -5964 
8709 5132 3619 
-6403 -1975 1430 
-4738 -1160 2103 
6890 -7623 4296 
-4911 -5880 -2298 
-6689 -1307 -6603 
-9057 268 5581 
8421 4966 2196 
-6680 -552 484 
-3903 3353 -7691 
-6717 2827 5382 
-9748 3134 -2507 
3520 4072 -4595 
-3481 -6702 3838 
-8136 -1613 3609 
-9435 3509 391 
1113 745 122 
-8548 8848 -5321 
5162 5724 -7499 
4776 5866 4219 
6382 -6378 8553 
-4270 8118 2709 
-9444 495 -6512 
3605 -5078 5283 
-5807 -3688 1143 
-7574 -1051 -1448 
-3506 -1229 8273 
-6042 7667 -3823 
332 -2810 2691 
1248 5016 -3780 
-9551 -1760 9524 
-9217 3582 5003 
-9568 -8623 7001 
-4552 6321 9328 
1467 4345 -2834 
5165 -3909 -2532 
6096 -5903 2004 
2644 5133 -6757 
624 1360 846 
780 -2144 5657 
7429 8329 -1806 
-4724 6276 -5479 
9748 6910 5044 
6013 292 -6971 
-2508 392 -7382 
2351 3543 1403 
-1652 1715 -8383 
6674 2670 8357 
-1092 -3407 338 
1357 -1367 -5604 
-3384 6334 -272 
-2236 6312 -4008 
-5166 2918 6527 
4005 -1035 -6168 
207 9330 1614 
-2601 5979 5547 
5978 355 2019 
-2886 -7366 -677 
5393 5075 -3084 
-8827 -2731 -2450 
9941 -7072 -7167 
7192 -1935 3336 
-1861 -5382 9932 
-2223 453 8292 
6570 3321 6318 
-2224 4356 9852 
-9121 -3000 -114 
7484 5498 3624 
-3743 9230 -8629 
8060 -9217 -2203 
6143 -7905 -206 
-899 1039 4322 
9327 2112 -5603 
7796 -5905 3333 
6183 -1734 8737 
3380 -7361 -8505 
3941 1858 1369 
9643 4285 5108 
-6119 -8235 1647 
-6330 -3575 -2140 
-9406 -9599 -3456 
259 2156 8534 
-3196 4266 -1264 
1180 9195 -7729 
2855 545 4537 
6929 3054 -7187 
-67 -7536 -7187 
130 9878 -3745 
-1579 -1008 -3578 
9320 8380 2861 
-3963 5648 4125 
6032 8313 4079 
-9877 299 -5408 
-6499 1946 5526 
6901 -3480 8898 
964 -632 -2369 
-8065 2179 3224 
3725 4596 -2542 
-3089 -8947 5068 
7988 705 -4764 
3173 4440 7687 
8501 -5057 8328 
-8449 9885 5869 
1623 7426 -2113 
8900 113 -9276 
-8479 -1971 6436 
-3735 6636 -2534 
-629 7027 -1585 
265 2452 -415 
-4522 -6856 1918 
-8449 -9120 2884 
-2860 1443 61 
4726 -2091 -4744 
-2862 7045 782 
7384 6776 7998 
-1354 -8782 1405 
6734 -4802 5827 
-5827 -1127 3669 
8691 1435 -3292 
-7280 -7237 -3727 
-5761 2516 -3828 
-8372 -8024 8655 
-7155 7532 7264 
732 3285 2810 
1709 4770 5856 
-1549 -9152 -1745 
-3132 5924 7507 
-3030 -9862 -2680 
-9055 -9804 -4137 
-6382 -9602 -7130 
3825 -2923 -2832 
3587 905 4193 
-9123 9446 -3049 
4245 8222 1972 
-9290 -139 -5062 
-4995 3241 5593 
-5721 -7561 1098 
3034 7944 6031 
1102 4420 -9967 
979 -2733 -8906 
-5985 -718 1707 
2917 -2358 2803 
3489 -406 4931 
1174 9381 5264 
2118 -559 2350 
7734 9548 -7113 
522 -4335 57 
-1386 -6331 -6282 
229 -433 -4786 
5138 -7876 1947 
-4466 -6409 9166 
8556 2952 -9511 
-2741 3331 3339 
-5665 4459 5548 
1259 -1276 -4449 
5234 -8048 -1144 
6528 4279 2747 
-4385 -938 -8991 
-7552 -831 -7077 
-9888 1274 -1422 
-5699 7959 4981 
2967 4487 -3955 
-1980 -8333 1642 
-9557 -8414 1280 
7673 7407 7885 
-3254 1354 -7959 
-2386 -3083 2001 
6065 -6860 8443 
-1290 6038 7728 
-5439 4894 6719 
8739 -6091 8298 
-940 -2469 5094 
-7561 931 -1918 
-5270 -8913 -1050 
8796 -1031 8751 
-1410 6311 2646 
5216 -8205 9426 
-9420 623 1901 
6036 -9652 3486 
9214 5838 -2386 
-2884 -8257 -1544 
9293 1976 -9168 
4823 -2750 9669 
-4816 3472 7153 
-9339 -3154 -7376 
-4211 2474 5343 
3801 -5589 -3751 
9875 -3117 8276 
-4831 -4945 -8732 
-5109 1694 -4987 
4677 -9639 -6349 
996 -7588 5824 
8385 -9977 4145 
-2123 -5948 -4838 
-4675 -4142 -4758 
7441 -8147 9095 
-1271 7121 -2436 
2302 -7647 -107 
862 -6462 -1527 
8443 9241 4867 
-6076 1436 -4020 
9107 4516 2318 
-2919 -9289 -4601 
7334 -4934 -4728 
8650 -1020 -384 
9186 -3377 9483 
-3204 -9999 -1148 
3784 2772 -1783 
2283 3965 8823 
8714 -7610 -5778 
939 4094 -990 
2897 -7452 8475 
-5071 3107 -490 
-8168 -4898 -595 
-2821 2752 -7015 
-4227 -6267 3063 
8974 -3596 6508 
4748 7530 -6863 
-8164 -3972 -4464 
-6865 945 4783 
-27 -4819 -268 
-7428 -9002 4518 
-7119 -8775 -9768 
-2312 -4077 -7819 
-887 5971 7219 
-7444 2895 4071 
1882 7345 -2439 
2289 4044 5968 
-3909 -9300 2050 
3147 8753 -2280 
2378 -8379 -2137 
8407 -9189 -9660 
7198 505 -6054 
-5884 -2445 3951 
-9108 928 5995 
6251 -501 4893 
892 8714 -2286 
1976 -1753 1621 
-1178 3420 2264 
-3721 5275 2320 
9758 -6146 3686 
5300 6174 6655 
4779 7982 -2846 
1058 9707 -5317 
1967 8992 7512 
-948 -22 -6210 
-2661 9354 -1299 
-8598 -5117 2035 
-3466 2367 6206 
-743 7115 -9016 
2043 4000 5575 
4397 4540 426 
-9660 9992 -7831 
7634 -1907 5047 
8546 5027 -548 
7494 -7119 -5432 
-8855 -3137 9 
-27 9229 6853 
-6107 -6945 2627 
-1746 -3875 6061 
-4209 53 -3371 
-5914 2116 -177 
-8894 -1228 8734 
8334 3730 7592 
3752 119 -7296 
-3264 -8812 2156 
-8528 3415 -5951 
2739 -4163 -4581 
-834 -5788 2491 
-7461 -1919 -8120 
7489 -8412 8985 
-1790 -9097 1155 
-205 -4622 2693 
5237 -4845 3180 
-8531 -5020 -3724 
-9645 3059 8833 
2634 139 9792 
-9686 -4118 -1864 
-7526 -3412 -791 
9574 -8030 690 
-5302 -7068 7380 
-2560 5575 -6144 
4616 -8280 8111 
1737 -6248 5948 
-3927 -3594 -5821 
-6819 3500 4202 
1690 8799 2717 
-9833 -4623 4608 
-6815 -1565 -4847 
7329 8423 4918 
-9870 -8713 -9239 
-5151 6439 4088 
-5697 -1396 3391 
-1392 6144 -1596 
7136 -9912 6272 
-9107 1660 -1995 
-5966 1752 3581 
-7178 -7979 -2383 
73 4382 -228 
-3713 -663 2404 
-2160 8554 249 
843 -7732 4177 
5541 1775 5783 
3957 -4951 6404 
1518 -13 3279 
1305 7281 -2982 
-1322 9987 -2445 
8050 -2034 4786 
-2781 -1498 -7207 
4669 8688 2237 
4921 -9591 3718 
-4119 -3866 -5782 
-4492 7566 3337 
-2292 -5784 -8462 
1229 9354 1200 
8209 -2486 -5954 
-7314 5859 -3101 
-9553 6813 -8354 
922 5176 2047 
8635 3948 9276 
-7343 4645 3523 
7278 -7720 -2439 
-7020 5917 -2912 
9582 4823 153 
1910 -6958 5299 
5656 5771 9099 
9364 -4886 -6487 
7339 3558 -9689 
4721 -4954 2585 
-6908 3800 -3907 
7974 9197 -8013 
8247 -7131 1203 
7179 -9272 -503 
-5250 -1875 1832 
879 -8126 3198 
-4480 -7876 2624 
-4176 6710 5857 
-5419 -750 -9332 
8340 3870 6626 
-1004 -3843 -4927 
-6267 882 -3412 
-336 -438 6599 
-2901 -2468 -8969 
7620 5320 -1278 
2782 6380 -5443 
5948 3571 8216 
9743 3528 -5631 
-5361 3098 -9024 
1762 -1190 6796 
-6401 3381 6717 
9727 -8190 -7442 
-7060 -6100 4675 
-6598 6658 -5971 
-1696 -6309 667 
1759 4728 378 
-8899 4909 -405 
6184 -2301 -5121 
2258 -9954 -6671 
9917 1846 9978 
4772 916 4529 
-4016 580 -8171 
6987 8554 -5099 
5317 -2307 -4174 
-9263 -5139 -1406 
-8604 -4108 7878 
-7760 3224 8830 
-1677 -5494 -2479 
679 -7560 -2822 
-1743 6327 -6807 
3531 8477 8844 
-8824 2857 5812 
-2507 -4245 9267 
-6068 5761 -2626 
8328 -5322 4052 
-959 3181 -3618 
7813 6826 -1245 
-3940 7569 2825 
-6507 -1355 -6980 
7198 -1769 3441 
2684 -4352 -92 
-8605 2177 -1448 
2734 831 -7748 
-9574 1212 -8697 
826 1758 4516 
-6383 -9461 -3834 
-1974 -4119 2390 
-7597 6501 2367 
7680 816 2436 
-9960 7023 2951 
-9941 2220 5963 
6877 9285 -7888 
-5456 1912 -2778 
-8766 -9223 -690 
8343 5319 -2703 
9954 5705 1610 
6114 8509 6807 
-6478 2863 7855 
4310 -2430 9649 
-4175 7637 655 
-9100 -7826 4025 
4370 7004 2797 
6958 9257 -941 
-4763 1954 -7247 
9807 1340 6181 
7082 -7430 4171 
1213 1674 -2313 
-5902 2347 -1744 
9546 -709 5942 
-6992 -8454 7976 
-7910 -1111 -890 
2409 8425 9291 
-3437 -7767 6696 
1846 6800 -2367 
-938 -1236 -6278 
-6647 2693 9943 
-2466 8963 -5871 
-5031 -9344 2099 
4581 5908 4782 
1869 4862 3237 
-5397 -3398 -1882 
4813 6066 -7605 
-5928 9944 -3783 
559 3006 4763 
-1707 -6907 -9348 
-98 -5970 -7947 
-561 7948 -5815 
6385 7418 7350 
2465 4356 -4129 
7797 540 -7217 
5023 -7214 -4183 
-5413 -2683 7855 
4248 -9671 -9199 
-8808 -7237 -8260 
7893 -6592 6274 
3801 2912 -586 
5376 -5581 5384 
4296 -3143 9552 
-204 9490 9428 
-1863 -6496 -6232 
4183 -6311 5970 
-2494 -5079 -8687 
8977 1487 1670 
6465 -5569 1569 
-4424 8947 -9217 
3566 5886 2180 
-1719 4492 8514 
9416 -4226 5695 
8873 1977 -9618 
1386 6119 -6892 
-8823 -2923 8817 
-3802 7196 -6175 
4169 -1156 7855 
-8805 6798 3685 
-5783 6256 -6915 
8144 -2046 9586 
-447 -8869 6441 
7043 2334 -2097 
-5242 2483 9692 
-193 -9483 5720 
-1171 -5736 7359 
-5763 4204 -3214 
-8903 -6379 -5086 
404 1062 1451 
9913 -9721 5711 
-7973 3706 -6016 
7461 -6873 -5347 
5279 824 -9808 
389 -8218 -2230 
9328 5422 1181 
3663 -8670 -3084 
3770 -7648 -8093 
7276 -8103 -8755 
7886 2347 -978 
-7272 -3397 1657 
-7854 1523 1518 
3303 -4500 -6521 
-6054 6520 -4263 
6559 9672 -980 
7602 -923 -7274 
3258 8244 8492 
6354 5949 -5131 
9959 2463 -7432 
-5246 -8017 1683 
-2184 -669 1902 
-9320 -8561 -7866 
-9538 -7696 -3825 
6258 -2426 -5260 
9392 9645 -5127 
4926 314 -2818 
-650 -2372 5455 
-1165 -9463 239 
2226 5662 2484 
2970 -4257 -3184 
8215 9681 5951 
1652 5839 1469 
-1378 -4482 -670 
6524 8172 3110 
6054 -8202 -4606 
-9718 -6902 670 
4417 -6133 6949 
-7016 -4983 6220 
6859 9006 5286 
5854 -9854 -7662 
-6805 3946 -7159 
754 1973 5133 
6752 -8553 5367 
6427 -4526 -1314 
-4553 -7424 8624 
-4323 6344 3603 
-6441 219 6449 
-1413 4653 3091 
-7736 -618 -3177 
-9276 -3177 4497 
2323 -8851 -2404 
1467 1768 5979 
-4615 -4445 -4051 
6543 -3026 6039 
138 -4484 -1286 
-3109 -3228 -762 
2685 -283 46 
3021 4666 3931 
-785 -6724 5419 
-3920 -4976 2601 
-9268 -3373 7250 
1575 -8577 -6294 
5070 -1913 6815 
5273 1592 5498 
9202 -5403 -6456 
1401 -1983 -2706 
-146 2029 1264 
-18 -8116 2590 
-8020 -3801 1542 
-6786 7390 9665 
5286 -1619 -9294 
1219 -8957 4730 
5285 -3238 -9153 
1925 -988 -1646 
6446 8491 -5710 
-179 3914 2112 
4247 -4681 -1255 
3653 -4658 190 
-6728 -4023 -1473 
-4054 -3354 6976 
-5286 2634 9906 
-8647 7372 -2887 
-2166 3827 1682 
2369 8473 3775 
-596 4758 4168 
-6456 -5797 -349 
-6120 1722 -3418 
4977 3646 5562 
-4953 2158 -3640 
2733 -8873 -4762 
-7424 7607 -8018 
718 8979 5082 
-5448 556 -5327 
9566 9203 8524 
1461 922 -3574 
-1646 9938 -3221 
8620 -2628 1555 
-1532 -2314 -1705 
3435 -4384 -4607 
-9082 -2949 3930 
8912 1116 -2575 
-528 756 -7738 
1569 -8561 -6575 
-104 -1694 1556 
9043 5998 -8311 
7844 -9380 -2808 
-8126 -3771 6648 
-9915 1793 -2369 
-3782 -4526 -2832 
5287 -7092 4599 
6255 -1540 -5115 
1606 4195 -5573 
-3232 171 6107 
-6691 -6340 5073 
-8626 -5393 9559 
-5848 -7148 7259 
577 -3679 -6586 
1339 1059 -9702 
6892 -9215 -5026 
4056 7163 6992 
9283 5852 1325 
4743 5056 -6077 
-4588 -554 -9634 
4885 -8192 2475 
6958 8251 7428 
-9133 -9961 -2633 
3251 -35 4436 
-7303 -6899 7651 
-676 8012 1858 
7762 5092 633 
9437 764 268 
-39 -6933 -2379 
-9324 6284 6674 
6400 -7056 6027 
4044 2735 4285 
4952 1244 -8816 
1458 -913 1082 
6763 -4012 -3873 
-3636 -3105 -4812 
9488 -3250 -4916 
12 -3016 -6388 
-7025 -2092 732 
-3141 2889 4378 
-6356 4475 -2032 
-9096 9964 5764 
-1993 -386 -1921 
1056 6328 8154 
-4493 7741 -7766 
-2293 7222 -4198 
-5506 1176 1429 
-3289 -3699 2181 
-9131 -1619 -2666 
-581 6385 8337 
-7627 6129 -5555 
-2157 1461 9061 
8179 -6497 931 
-1364 777 -8787 
-2522 4651 -5564 
-1782 7205 9663 
-8776 -1044 -8326 
-9390 6683 -4784 
-5315 2144 9864 
-7833 3940 -7142 
-5644 7714 2249 
9018 1294 7610 
-8962 1720 -4403 
7032 -2380 2718 
-6766 -4972 -5375 
7789 -7025 -1100 
9073 -9628 1552 
7754 88 -9186 
-201 9890 4874 
-27 -8394 -719 
-1200 -6511 -4138 
-87 3579 3961 
7087 2603 -2558 
-6218 -8941 2979 
-5194 -2948 -4782 
-5479 -4099 -5532 
-4758 6558 2632 
9664 -5547 -4297 
4159 707 5924 
-9194 2234 -208 
-6293 -9344 -2297 
-99 -9598 -6647 
4746 -1618 1732 
-2033 -5599 9446 
3117 2615 -5685 
2678 501 5193 
-1539 6859 -8378 
-2965 5819 4031 
-5888 -2698 -5343 
-3221 7148 -592 
-1030 -4332 -5747 
8674 -2420 723 
22 1021 -5654 
831 -5539 -1116 
2230 6124 3932 
-4368 -7032 -5578 
-5781 -5792 2467 
917 3775 -2019 
-6796 3445 -1486 
-2104 -6180 -3071 
7556 -3480 316 
-5114 -6914 4222 
8512 -3778 -3649 
-6110 -2326 -2798 
4209 -9709 -8879 
3281 -7348 31 
9431 -2239 4780 
-7543 -299 7153 
-7529 4869 140 
-1755 3499 2683 
1271 6384 -3886 
2471 -9859 5778 
-5576 -4264 2465 
-8149 743 -4620 
-1040 -6233 -930 
1874 7872 -4987 
6642 1751 -4093 
-7977 -9749 -6395 
-6027 -3133 4770 
8340 -2511 768 
-7980 -169 -8463 
7335 4300 3107 
-5606 -7606 6901 
6080 3193 -1977 
-653 -8818 1774 
4073 -2092 -2413 
-2268 -1283 5148 
-3217 7352 4320 
409 -2997 692 
8871 5584 3705 
8300 -6171 -3462 
5786 -3071 -2458 
386 -7985 -8604 
-9919 3841 3429 
6940 7985 7202 
-972 -540 -2436 
-8494 -6731 -8199 
-2443 -6972 -3060 
6031 2174 5414 
8528 6237 -1540 
-9017 -3931 7072 
-4493 -994 -8994 
5326 3298 1440 
6931 5922 6133 
-5240 -6920 -536 
8461 2511 7318 
2276 451 2961 
-988 -4306 8872 
3856 -3275 5911 
-739 -9225 9357 
-7548 -5980 -4793 
-9058 -4038 8794 
-5465 -3586 -6255 
9793 -4609 -9280 
-9780 31 7616 
8113 531 -7694 
-1980 598 -9501 
-1286 -2066 -7092 
-2479 6532 -8812 
-1849 -985 -3160 
-7614 1497 -8297 
4144 6246 5241 
4544 7363 9116 
-6902 618 7084 
4147 -2610 6112 
-1545 6471 -3430 
-7728 6514 2076 
5267 -3598 -1721 
-5260 4859 -1342 
-2226 3788 -6672 
8254 9868 2554 
-2790 1092 1449 
-8062 4730 -3276 
-7700 -895 -644 
7736 -2867 4416 
-5736 -9790 -5825 
5458 -3240 -9739 
-1811 425 -9362 
2967 6695 5136 
995 -772 -1398 
-2364 -9204 -2831 
-390 1224 -9586 
1209 2482 3726 
4097 -3245 7118 
-862 6224 -4269 
-2044 1157 9960 
-1996 -913 6557 
2670 3004 4381 
-561 3624 -2099 
9682 7477 -5436 
-7814 -208 -6329 
7215 4635 7590 
5135 4073 -155 
-8440 3699 -787 
-2064 1274 4080 
-3366 -9850 4861 
-7522 652 -4283 
2707 1381 -2678 
-4947 2793 1767 
8483 -2065 -3045 
823 6095 -2516 
-5738 9400 1108 
-7474 -9912 -9571 
-9919 -7893 -8207 
5303 -5138 -3913 
2111 8446 -181 
-7942 9430 -6605 
-3802 2882 -9993 
-737 -3919 8840 
-1028 8320 1587 
-2504 7660 -1704 
214 -8535 -4636 
-1444 2847 3549 
-6465 -4911 2229 
4812 -2912 -7779 
8442 6812 -5954 
-3587 -7740 -4425 
-4811 -7641 1309 
-9522 -3734 -5628 
6564 2588 -5201 
-4064 2604 3413 
-5829 5193 9775 
-5169 5196 -2837 
-318 -4972 7298 
-634 3169 2925 
8806 1437 1487 
-7563 -9754 8175 
-3582 -7254 -5837 
-2244 6508 -4136 
3437 -7060 6670 
1379 63 3869 
-5431 -7075 -6621 
6447 -8182 -1246 
4748 5087 2531 
4819 8029 -9402 
3897 -3485 991 
-7536 2833 9144 
-367 -39 -3898 
-6121 -8156 -6770 
8122 4036 -1403 
-1613 -8783 -8357 
9683 -2662 3542 
8164 9345 7834 
-1462 5684 1528 
9448 1764 -5843 
9112 5626 7251 
-4432 4339 5982 
4289 -1711 -2232 
-6798 6731 -7742 
7517 1084 4965 
3926 -89 1416 
-2771 8717 -3164 
4927 -5326 -3110 
-2597 8191 -3263 
8249 8257 -3497 
9714 4021 2314 
8118 7338 -1537 
8435 -485 4437 
-208 -1969 -2739 
-871 2839 5161 
-8204 -5333 -802 
7006 8187 682 
8889 3401 5209 
5163 -1771 2741 
-3118 5989 1465 
-2922 -2612 6861 
-155 -8755 2787 
1637 -5596 -3925 
2318 240 4567 
-4754 -343 -5436 
-3489 -8862 -8984 
-7106 -6344 3607 
-5405 -6708 -6975 
-3307 -6000 -2865 
-4963 -9723 -7300 
7422 -695 8531 
-1398 -12 7784 
-3751 227 8172 
4350 8846 3915 
771 -7573 5748 
3713 5710 3330 
-6254 -1232 -8588 
-543 3171 3976 
1575 -6238 6981 
-5826 2823 9089 
558 -4756 5654 
5183 3102 -7248 
-8595 -9237 -4661 
-15 6409 -863 
-1681 7624 -4405 
-6672 -581 -9420 
245 3485 -6432 
-6395 6843 5296 
-7865 -2048 9360 
-9363 -4834 9520 
-1218 37 -4020 
6616 1744 3056 
2741 3891 -6542 
-3149 4093 -3181 
6871 -6561 5651 
9387 -3790 -1063 
-9300 6289 -9972 
-6543 -4071 -8008 
7623 5551 -9431 
1362 9204 -5557 
-9329 -4048 2168 
6781 6959 -9938 
6015 293 6905 
4109 -5505 -5178 
-9110 -3092 2367 
-8859 -2968 2537 
6093 6181 -4534 
